university,city,department,factor,reviewer_type,review_text,rating
COMSATS,Islamabad,Business,Campus,Staff,"University: COMSATS, City: Islamabad. Campus: Older buildings need renovation and signage is insufficient between blocks. Focus groups highlighted these issues during exit interviews.",2
Quaid-i-Azam University,Islamabad,Mechanical Engineering,Sports,Alumni,"University: Quaid-i-Azam University, City: Islamabad. Sports: Facilities are adequate for casual and intramural sports. Funding for competitive teams is limited and coaching is inconsistent. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Lab booking logs and placement statistics reflect this trend.",3
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Computer Science,Campus,Faculty,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events.",4
NUST,Islamabad,Civil,Management,Faculty,"University: NUST, City: Islamabad. Management: Elective approvals and administrative disputes can take several weeks to resolve. Focus groups highlighted these issues during exit interviews. Based on informal surveys among peers, this is a recurring pattern.",2
Riphah International University,Islamabad,Biology,Campus,Undergraduate student,"University: Riphah International University, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features. Older buildings need renovation and signage is insufficient between blocks. Based on informal surveys among peers, this is a recurring pattern.",2
Riphah Rawalpindi Campus,Rawalpindi,Computer Science,Management,Alumni,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Management: Grievance cells and student helplines exist to address issues. Students report slow responses from some administrative offices during peak periods.",2
Riphah Rawalpindi Campus,Rawalpindi,Electrical Engineering,Sports,Postgraduate student,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Sports: Facilities are adequate for casual and intramural sports. Facilities are small for growing interest, with limited coaching staff. Lab booking logs and placement statistics reflect this trend.",2
Rawalpindi Medical University,Rawalpindi,Medical,Resources,Faculty,"University: Rawalpindi Medical University, City: Rawalpindi. Resources: Resource allocation can be uneven; some departments report outdated software or restricted hours. Focus groups highlighted these issues during exit interviews.",1
GIKI (commuter students),Rawalpindi,Civil,Faculty,Faculty,"University: GIKI (commuter students), City: Rawalpindi. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship. Variation in faculty quality exists — adjuncts sometimes lack consistent feedback. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. A visible improvement over the past two years.",4
SZABIST Islamabad,Islamabad,Economics,Events,Alumni,"University: SZABIST Islamabad, City: Islamabad. Events: Tech expos and speaker series bring industry professionals and recent research talks. Logistics and scheduling conflicts sometimes reduce event quality. A visible improvement over the past two years.",4
Air University,Islamabad,Medical,Faculty,Staff,"University: Air University, City: Islamabad. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship. Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours.",3
GIKI (commuter students),Rawalpindi,Economics,Campus,Faculty,"University: GIKI (commuter students), City: Rawalpindi. Campus: Accessibility gaps remain despite improvements in some areas. Alumni feedback corroborates these points.",1
Air University,Islamabad,Electrical Engineering,Events,Undergraduate student,"University: Air University, City: Islamabad. Events: Tech expos and speaker series bring industry professionals and recent research talks. Logistics and scheduling conflicts sometimes reduce event quality. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Lab booking logs and placement statistics reflect this trend.",2
Riphah Rawalpindi Campus,Rawalpindi,Physics,Campus,Postgraduate student,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Campus: Green campus spaces useful for group study and outdoor events. Older buildings need renovation and signage is insufficient between blocks. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
BNU - Beaconhouse National University,Islamabad,Electrical Engineering,Overall,Staff,"University: BNU - Beaconhouse National University, City: Islamabad. Overall: Strong programs in technical fields with good placement pipelines for top students. Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Lab booking logs and placement statistics reflect this trend.",2
Quaid-i-Azam University,Islamabad,Physics,Hostels,Undergraduate student,"University: Quaid-i-Azam University, City: Islamabad. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Based on informal surveys among peers, this is a recurring pattern.",5
APCOMS,Rawalpindi,Medical,Events,Alumni,"University: APCOMS, City: Rawalpindi. Events: Logistics and scheduling conflicts sometimes reduce event quality. Based on informal surveys among peers, this is a recurring pattern.",1
APCOMS,Rawalpindi,Mechanical Engineering,Management,Undergraduate student,"University: APCOMS, City: Rawalpindi. Management: Online portals simplify registration and fee payments; scholarship info is clear.",2
BNU - Beaconhouse National University,Islamabad,Medical,Faculty,Postgraduate student,"University: BNU - Beaconhouse National University, City: Islamabad. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations.",5
Quaid-i-Azam University,Islamabad,Computer Science,Events,Faculty,"University: Quaid-i-Azam University, City: Islamabad. Events: Student societies run well-attended cultural and academic events. Event funding fluctuates year-to-year causing some cancellations.",2
APCOMS,Rawalpindi,Computer Science,Faculty,Undergraduate student,"University: APCOMS, City: Rawalpindi. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship.",4
COMSATS,Islamabad,Civil,Faculty,Alumni,"University: COMSATS, City: Islamabad. Faculty: Variation in faculty quality exists — adjuncts sometimes lack consistent feedback.",3
GIKI (commuter students),Rawalpindi,Mechanical Engineering,Overall,Staff,"University: GIKI (commuter students), City: Rawalpindi. Overall: Placement support favours top students; average students find fewer opportunities.",3
BNU - Beaconhouse National University,Islamabad,Civil,Campus,Undergraduate student,"University: BNU - Beaconhouse National University, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events. Accessibility gaps remain despite improvements in some areas.",2
APCOMS,Rawalpindi,Biology,Overall,Postgraduate student,"University: APCOMS, City: Rawalpindi. Overall: Placement support favours top students; average students find fewer opportunities. Focus groups highlighted these issues during exit interviews.",3
NUML,Islamabad,Medical,Hostels,Faculty,"University: NUML, City: Islamabad. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Shared bathrooms and load-shedding affect daily comfort in older hostels.",4
